PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0157130220061,COT,POS,Single-Family Neighborhoods,THORNTON TRAIL WINDS PARK & OS
0157130221047,COT,POS,Single-Family Neighborhoods,PARKRIDGE VILLAGES FILING 4
0157130221081,COT,POS,Single-Family Neighborhoods,PARKRIDGE VILLAGES FILING 4
0157130221081,COT,POS,Single-Family Neighborhoods,THORNTON TRAIL WINDS PARK & OS
0157130221082,COT,POS,Single-Family Neighborhoods,PARKRIDGE VILLAGES FILING 4
0157130221082,COT,POS,Single-Family Neighborhoods,THORNTON TRAIL WINDS PARK & OS
0157130221083,COT,POS,Single-Family Neighborhoods,PARKRIDGE VILLAGES FILING 4
0157130221084,COT,POS,Single-Family Neighborhoods,PARKRIDGE VILLAGES FILING 4
0157130221085,COT,POS,Single-Family Neighborhoods,PARKRIDGE VILLAGES FILING 4
0157130221085,COT,POS,Single-Family Neighborhoods,THORNTON TRAIL WINDS PARK & OS
0157130221086,COT,POS,Single-Family Neighborhoods,PARKRIDGE VILLAGES FILING 4
0157130221086,COT,POS,Single-Family Neighborhoods,THORNTON TRAIL WINDS PARK & OS
0157130316062,COT,POS,Single-Family Neighborhoods,COUNTRY HILLS SUB FLG 4 AMD 1
0157130316063,COT,POS,Single-Family Neighborhoods,COUNTRY HILLS SUB FLG 4 AMD 1
0157130321021,COT,POS,Commercial,
0157130321021,COT,POS,Commercial,COUNTRY HILLS SUB FLG NO 5
0157130401151,COT,POS,Mixed Residential Neighborhoods,OLD FARM TOWNHOMES SUBDIVISION
0157130401153,COT,POS,Mixed Residential Neighborhoods,OLD FARM TOWNHOMES SUBDIVISION
0157131106038,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106041,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106042,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106043,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106044,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106045,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106046,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106047,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106048,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106049,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106050,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106051,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131106052,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131112009,COT,A,"Parks, Trails, and Open Space",DEER RUN PUD
0157131112009,COT,SFA,"Parks, Trails, and Open Space",DEER RUN PUD
0157131112024,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131112025,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131112026,COT,A,Single-Family Neighborhoods,
0157131112026,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131112027,COT,A,Single-Family Neighborhoods,
0157131112027,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131112028,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131112028,COT,A,Single-Family Neighborhoods,SHADOW RIDGE MIDDLE SCHOOL
0157131112029,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131112029,COT,A,Single-Family Neighborhoods,SHADOW RIDGE MIDDLE SCHOOL
0157131113009,COT,A,Single-Family Neighborhoods,DEER RUN PUD
0157131113009,COT,A,Single-Family Neighborhoods,SHADOW RIDGE MIDDLE SCHOOL
0157131113010,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113010,COT,A,Single-Family Neighborhoods,SHADOW RIDGE MIDDLE SCHOOL
0157131113052,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113053,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113054,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113055,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113056,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113057,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113058,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113059,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113060,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113061,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113062,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113063,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113064,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113065,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131113092,COT,A,Single-Family Neighborhoods,BRAMMING FARM SUBDIVISION FLG3
0157131201028,COT,CR,Single-Family Neighborhoods,WOODGLEN MEADOWS FILING 1
0157131204006,COT,SFD,"Parks, Trails, and Open Space",WOODGLEN MEADOWS FILING 1
0157131217013,COT,POS,Single-Family Neighborhoods,MEADOW PARK FILING 1
0157131217029,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131217038,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131218037,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131220037,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131220038,COT,SFA,"Parks, Trails, and Open Space",
0157131220038,COT,SFA,"Parks, Trails, and Open Space",DEER RUN PUD
0157131220038,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131221026,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131222030,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131226015,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131227009,COT,SFA,"Parks, Trails, and Open Space",DEER RUN PUD
0157131227009,COT,SFA,"Parks, Trails, and Open Space",DEER RUN PUD
0157131227009,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131227010,COT,SFA,"Parks, Trails, and Open Space",MEADOW PARK FILING 1
0157131301001,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131303001,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131303002,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131303003,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131303004,COT,SFD,"Parks, Trails, and Open Space",NORTHAVEN
0157131315001,COT,SFD,"Parks, Trails, and Open Space",NORTHAVEN
0157131315001,COT,SFD,"Parks, Trails, and Open Space",NORTHAVEN
0157131315001,COT,SFD,"Parks, Trails, and Open Space",NORTHAVEN
0157131315001,COT,SFD,"Parks, Trails, and Open Space",NORTHAVEN
0157131320003,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131320004,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131320005,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131320007,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131320008,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131320009,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131322001,COT,POS,Single-Family Neighborhoods,NORTHAVEN
0157131323048,COT,POS,Mixed Residential Neighborhoods,FOX CREEK II THIRD AMD
0157131323051,COT,POS,Mixed Residential Neighborhoods,FOX CREEK II THIRD AMD
0157131325005,COT,NS,Mixed Residential Neighborhoods,
0157131325005,COT,NS,Mixed Residential Neighborhoods,SKYLARK
0157131325009,COT,SFA,Commercial,SKYLARK
0157131325010,COT,SFA,Commercial,SKYLARK
0157131325010,COT,SFA,Commercial,SKYLARK
0157131325011,COT,SFA,Commercial,SKYLARK
0157131325011,COT,SFA,Commercial,SKYLARK
0157131325012,COT,SFA,Commercial,
0157131325012,COT,SFA,Commercial,
0157131325012,COT,SFA,Commercial,
0157131325012,COT,SFA,Commercial,
0157131325012,COT,SFA,Commercial,SKYLARK
0157131325013,COT,SFA,Commercial,
0157131325013,COT,SFA,Commercial,
0157131325013,COT,SFA,Commercial,
0157131325013,COT,SFA,Commercial,SKYLARK
0157131402017,COT,POS,Single-Family Neighborhoods,CONCORD FILING 1 FINAL PLAT
0157131402018,COT,POS,Single-Family Neighborhoods,CONCORD FILING 1 FINAL PLAT
0157131402021,COT,POS,Single-Family Neighborhoods,CONCORD FILING 1 FINAL PLAT
0157131423001,COT,A,Single-Family Neighborhoods,
0157131423001,COT,POS,Single-Family Neighborhoods,
0157132101001,COT,SFA,Commercial,Creekside Vilage Subdivsion F1
0157132102028,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102038,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102042,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102043,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102044,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102061,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102062,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102064,COT,POS,Single-Family Neighborhoods,Creekside Vilage Subdivsion F1
0157132102065,COT,SFD,"Parks, Trails, and Open Space",Creekside Vilage Subdivsion F1
0157132102065,COT,SFD,"Parks, Trails, and Open Space",Creekside Vilage Subdivsion F1
0157132102065,COT,SFD,"Parks, Trails, and Open Space",Creekside Vilage Subdivsion F1
0157132102065,COT,SFD,"Parks, Trails, and Open Space",Creekside Vilage Subdivsion F1
0157132102067,COT,SFD,"Parks, Trails, and Open Space",Creekside Vilage Subdivsion F1
0157132209065,COT,POS,Single-Family Neighborhoods,SAGE CREEK FILING 1
0157132209073,COT,SFD,"Parks, Trails, and Open Space",Creekside Vilage Subdivsion F1
0157132209073,COT,SFD,"Parks, Trails, and Open Space",SAGE CREEK FILING 1
0157132209077,COT,POS,Single-Family Neighborhoods,SAGE CREEK FILING 1
0157132209160,COT,POS,Mixed Residential Neighborhoods,ASH GROVE AT SAGE CREEK F1
0157132318025,COT,NS,Institutional,RANGEVIEW AT WRIGHT FARMS
0157133200008,COT,NS,Mixed Residential Neighborhoods,
0157133204011,COT,SFD,Estate Neighborhood,BRANTNER VILLAGE FILING 1
0157133207013,COT,SFA,"Parks, Trails, and Open Space",BRANTNER VILLAGE FILING 1
0157133207013,COT,SFD,Estate Neighborhood,BRANTNER VILLAGE FILING 1
0157133207013,COT,SFD,"Parks, Trails, and Open Space",BRANTNER VILLAGE FILING 1
0157133207014,COT,SFA,"Parks, Trails, and Open Space",
0157133207014,COT,SFA,"Parks, Trails, and Open Space",
0157133207014,COT,SFA,"Parks, Trails, and Open Space",BRANTNER VILLAGE F1A1
0157133207014,COT,SFA,"Parks, Trails, and Open Space",BRANTNER VILLAGE FILING 1
0157133207014,COT,SFA,"Parks, Trails, and Open Space",RIVERDALE RANCH SUBDIVISION
0157133207014,COT,SFA,"Parks, Trails, and Open Space",RIVERDALE RANCH SUBDIVISION
0157133207014,COT,SFA,"Parks, Trails, and Open Space",RIVERDALE RANCH SUBDIVISION
0157133207014,COT,SFA,"Parks, Trails, and Open Space",RIVERDALE RANCH SUBDIVISION
0157133207014,COT,SFD,"Parks, Trails, and Open Space",BRANTNER VILLAGE F1A1
0157133207014,COT,SFD,"Parks, Trails, and Open Space",BRANTNER VILLAGE FILING 1
0157133208066,COT,NS,Mixed Residential Neighborhoods,
0157133208066,COT,NS,Mixed Residential Neighborhoods,RIVERDALE RANCH SUBDIVISION
0157133210013,COT,NS,Mixed Residential Neighborhoods,
0157133210013,COT,NS,Mixed Residential Neighborhoods,RIVERDALE RANCH SUBDIVISION
0157133308030,COT,CR,Single-Family Neighborhoods,KING RANCH ESTATES FILING 1
0157133308031,COT,SFD,Commercial,KING RANCH ESTATES FILING 1
0157133308032,COT,SFD,Commercial,KING RANCH ESTATES FILING 1
0157133308033,COT,SFD,Commercial,KING RANCH ESTATES FILING 1
0157133314015,COT,POS,Single-Family Neighborhoods,KING RANCH ESTATES FILING 1
0157133314016,COT,POS,Single-Family Neighborhoods,KING RANCH ESTATES FILING 1
0157133314024,COT,POS,Single-Family Neighborhoods,KING RANCH ESTATES FILING 1
0157133314025,COT,SFD,"Parks, Trails, and Open Space",KING RANCH ESTATES FILING 1
0157301000007,COT,BP,"Parks, Trails, and Open Space",
0157301000007,COT,BP,Transit-Oriented Development,
0157301000007,COT,BP,Transit-Oriented Development,
0157301000007,COT,POS,Transit-Oriented Development,
0157301402002,COT,DR,Estate Neighborhood,MORRISON SUBDIVISION
0157302000063,COT,BP,Regional Mixed-Use,
0157302000069,COT,BP,Regional Mixed-Use,
0157302000070,COT,BP,Regional Mixed-Use,
0157302100010,COT,POS,Mixed Residential Neighborhoods,
0157302100010,COT,POS,Mixed Residential Neighborhoods,
0157302107009,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302107010,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302107011,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302107012,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302107013,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302107014,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302108002,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302108003,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302108004,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302108005,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302108006,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302108007,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302109008,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302109009,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302109010,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302109011,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302109012,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302109013,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 1
0157302110007,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110008,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110009,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110010,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110011,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110012,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110013,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110014,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110015,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110016,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110017,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110018,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110019,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110020,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110021,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110022,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110047,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110049,COT,POS,Single-Family Neighborhoods,
0157302110050,COT,SFD,"Parks, Trails, and Open Space",
0157302110050,COT,SFD,"Parks, Trails, and Open Space",
0157302110051,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302110052,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 2
0157302116001,COT,POS,Single-Family Neighborhoods,
0157302116001,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116002,COT,POS,Single-Family Neighborhoods,
0157302116002,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116003,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116004,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116005,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116006,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116007,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116008,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116009,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116010,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116011,COT,POS,Single-Family Neighborhoods,
0157302116011,COT,POS,Single-Family Neighborhoods,
0157302116011,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116011,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116011,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116011,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302116012,COT,POS,Mixed Residential Neighborhoods,
0157302200005,COT,POS,Regional Mixed-Use,
0157302200005,COT,SFD,Regional Mixed-Use,
0157302200006,COT,SFD,Regional Mixed-Use,
0157302204004,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204005,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204006,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204007,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204008,COT,POS,Single-Family Neighborhoods,
0157302204008,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204009,COT,POS,Single-Family Neighborhoods,
0157302204009,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204010,COT,POS,Single-Family Neighborhoods,
0157302204010,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204011,COT,POS,Single-Family Neighborhoods,
0157302204011,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204012,COT,POS,Single-Family Neighborhoods,
0157302204012,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204013,COT,POS,Single-Family Neighborhoods,
0157302204013,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204014,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204017,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204018,COT,POS,Single-Family Neighborhoods,
0157302204018,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157302204019,COT,POS,Regional Mixed-Use,
0157302204019,COT,SFD,Regional Mixed-Use,
0157302204020,COT,POS,Mixed Residential Neighborhoods,
0157302204020,COT,SFD,"Parks, Trails, and Open Space",
0157302204020,COT,SFD,"Parks, Trails, and Open Space",
0157302204020,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 3
0157302204020,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 3
0157302204020,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 3
0157302204021,COT,SFD,"Parks, Trails, and Open Space",NORTH CREEK FARMS FILING 3
0157302204022,COT,POS,Single-Family Neighborhoods,NORTH CREEK FARMS FILING 3
0157310400002,COT,CR,Employment Center - Warehousing Overlay,UNITED POWER SUBSTATION FLG 1
0157311000009,COT,CR,Employment Center - Warehousing Overlay,CITY CREEK SUBDIVISION FLG 1
0157311101001,COT,NS,Employment Center,FIRE STATION NO. 7
0157311200001,COT,CR,Employment Center - Warehousing Overlay,
0157311200001,COT,DR,Employment Center - Warehousing Overlay,
0157312201002,COT,SFD,"Parks, Trails, and Open Space",CUNDALL FARMS SUB F1A1
0157312201002,COT,SFD,"Parks, Trails, and Open Space",CUNDALL FARMS SUB FLG NO 1
0157312201003,COT,SFD,"Parks, Trails, and Open Space",CUNDALL FARMS SUB FLG NO 1
0157312201117,COT,SFD,"Parks, Trails, and Open Space",CUNDALL FARMS SUB F1A1
0157312300002,COT,POS,Single-Family Neighborhoods,
0157312301069,COT,CR,Mixed Residential Neighborhoods,
0157312301069,COT,CR,Mixed Residential Neighborhoods,EASTCREEK FARM SUBDIVISION
0157313305068,COT,POS,Single-Family Neighborhoods,THE HAVEN AT YORK ST FILING 1
0157314000007,COT,BP,Mixed-Use Neighborhoods,
0157314000015,COT,BP,"Parks, Trails, and Open Space",
0157314000015,COT,BP,"Parks, Trails, and Open Space",QUAIL VALLEY FILING 2
0157314000015,COT,POS,Single-Family Neighborhoods,QUAIL VALLEY FILING 2
0157314101050,COT,POS,Single-Family Neighborhoods,
0157314101050,COT,POS,Single-Family Neighborhoods,QUAIL VALLEY FILING 3
0157314101050,COT,POS,Single-Family Neighborhoods,QUAIL VALLEY FILING 3
0157314301007,COT,BP,Commercial,STARGATE CHARTER SCHOOL SUB A1
0157314301007,COT,BP,Community Mixed-Use,
0157314301007,COT,BP,Community Mixed-Use,STARGATE CHARTER SCHOOL SUB A1
0157314301007,COT,BP,Mixed-Use Neighborhoods,
0157314301007,COT,BP,Mixed-Use Neighborhoods,STARGATE CHARTER SCHOOL SUB A1
0157314301008,COT,BP,Mixed-Use Neighborhoods,
0157314301008,COT,BP,Mixed-Use Neighborhoods,STARGATE CHARTER SCHOOL SUB A1
0157314301010,COT,BP,Commercial,STARGATE CHARTER SCHOOL SUB A1
0157314301011,COT,BP,Commercial,STARGATE CHARTER SCHOOL SUB A1
0157314301011,COT,BP,"Parks, Trails, and Open Space",STARGATE CHARTER SCHOOL SUB A1
0157314301011,COT,BP,"Parks, Trails, and Open Space",STARGATE CHARTER SCHOOL SUB A1
